Image,Features
13364_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07087_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04255_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03307_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08540_00_rendered.png,[0.         0.         0.         ... 0.         0.26279533 0.        ]
12266_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06185_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06265_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08914_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09739_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14379_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06051_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05218_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01103_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04381_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04061_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07228_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09959_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10382_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14099_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12052_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03133_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08774_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14002_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05163_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10319_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09676_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01278_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09596_00_rendered.png,[0.         0.         0.         ... 0.         0.66424465 0.        ]
07153_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11160_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12329_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03248_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00001_00_rendered.png,[0.         0.         0.         ... 0.         0.19594371 0.        ]
05283_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01391_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04113_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08606_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03041_00_rendered.png,[0.        0.        0.        ... 0.        0.1410538 0.       ]
12120_00_rendered.png,[0.         0.         0.         ... 0.         0.10812938 0.        ]
11369_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11089_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01071_00_rendered.png,[0.        0.        0.        ... 0.        0.9508989 0.       ]
10110_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13359_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07021_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04268_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14290_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00173_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11012_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00293_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05011_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08929_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14170_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02143_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09704_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13022_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04188_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14344_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05225_00_rendered.png,[0.        0.        0.        ... 0.6491972 0.        0.       ]
13216_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02377_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09530_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07215_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09964_00_rendered.png,[0.        0.        0.        ... 0.9709505 0.        0.       ]
11226_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08749_00_rendered.png,[0.         0.         0.         ... 0.         0.00705445 0.        ]
00347_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03195_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06317_00_rendered.png,[0.         0.         0.         ... 0.38885343 0.03991508 0.        ]
08866_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01245_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04327_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12314_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05507_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00831_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11950_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02455_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09212_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07963_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13534_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07537_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02801_00_rendered.png,[0.         0.         0.         ... 0.05436087 0.         0.        ]
13960_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00465_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03998_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03903_00_rendered.png,[0.         0.         0.         ... 0.         0.39415097 0.        ]
06435_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12862_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04851_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01567_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10406_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01933_00_rendered.png,[0.         0.         0.         ... 0.         0.64656115 0.        ]
09289_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01687_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08310_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06861_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03557_00_rendered.png,[0.        0.        0.        ... 1.0034741 0.        0.       ]
12436_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04985_00_rendered.png,[0.         0.         0.         ... 0.         0.18424273 0.        ]
07478_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04631_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12602_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03763_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05448_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06601_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03483_00_rendered.png,[0.         0.         0.         ... 0.06100667 1.0106537  0.        ]
07798_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10986_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10632_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02581_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11884_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12579_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11730_00_rendered.png,[0.         0.         0.         ... 0.         0.12012744 0.        ]
00651_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03418_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05887_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12699_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14652_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05733_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13700_00_rendered.png,[0.        0.        0.        ... 0.        0.4108659 0.       ]
02661_00_rendered.png,[0.         0.         0.         ... 0.         0.85717845 0.        ]
12490_00_rendered.png,[0.         0.         0.         ... 0.         0.08869827 0.        ]
06773_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01621_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02468_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13509_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10740_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01995_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06493_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03611_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08056_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11539_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12770_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06408_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05641_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07591_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09154_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02713_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13672_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13592_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04438_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07671_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11642_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00897_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13812_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09080_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05795_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11476_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00517_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08119_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06988_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11796_00_rendered.png,[0.         0.         0.         ... 0.         0.35544372 0.        ]
14514_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11822_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00943_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13446_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09360_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07811_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10694_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10920_00_rendered.png,[0.        0.        0.        ... 0.4320464 0.        0.       ]
04577_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01841_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03425_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08262_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06913_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12910_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06547_00_rendered.png,[0.         0.         0.         ... 1.8389252  0.13560104 0.        ]
03871_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08182_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04697_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13889_00_rendered.png,[0.         0.         0.         ... 2.0933437  0.48125505 0.        ]
10574_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01415_00_rendered.png,[0.        0.        0.        ... 1.7982635 0.        0.       ]
04923_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13117_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02076_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09985_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14045_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05124_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00046_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07114_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02396_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10025_00_rendered.png,[0.         0.         0.         ... 0.9859382  0.44075894 0.        ]
01144_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06016_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03294_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12015_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08733_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03174_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04026_00_rendered.png,[0.         0.         0.         ... 0.08460057 2.224313   0.        ]
00109_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08507_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03340_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12221_00_rendered.png,[0.         0.         0.         ... 0.30963802 0.         0.        ]
11068_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04212_00_rendered.png,[0.        0.        0.        ... 0.0408293 0.        0.       ]
02139_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01370_00_rendered.png,[0.        0.        0.        ... 0.        0.4626143 0.       ]
10211_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13058_00_rendered.png,[0.         0.         0.         ... 0.54477084 0.         0.        ]
08953_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06222_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11313_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14191_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07320_00_rendered.png,[0.         0.         0.         ... 1.3441032  0.66994786 0.        ]
04169_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04289_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02242_00_rendered.png,[0.         0.         0.         ... 0.         0.30261898 0.        ]
09405_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13323_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05310_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06159_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14271_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00192_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04080_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10363_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01202_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14078_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08821_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05119_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08795_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12353_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03232_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08475_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14398_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10083_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04360_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13251_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10018_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01179_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02330_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11181_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14303_00_rendered.png,[0.         0.         0.         ... 0.         0.40914822 0.        ]
05182_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11261_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12028_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03149_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00300_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09923_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07252_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09697_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01299_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00134_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13385_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07066_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07386_00_rendered.png,[0.        0.        0.        ... 0.5271529 1.7625058 0.       ]
09743_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02104_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13065_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14137_00_rendered.png,[0.        0.        0.        ... 1.9145545 0.        0.       ]
06284_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08641_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04154_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09438_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06164_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09848_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04170_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10293_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12143_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08665_00_rendered.png,[0.         0.         0.         ... 0.         0.62525415 0.        ]
03022_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08585_00_rendered.png,[0.        0.        0.        ... 0.        0.9248214 0.       ]
14268_00_rendered.png,[0.         0.         0.         ... 0.         0.86563253 0.        ]
06140_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10173_00_rendered.png,[0.         0.         0.         ... 0.34856665 1.3425062  0.        ]
01012_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01089_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07042_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12238_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11071_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03359_00_rendered.png,[0.        0.        0.        ... 0.        0.6185553 0.       ]
14113_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05072_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11391_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10208_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13041_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02120_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09767_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01369_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05246_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14327_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02314_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13275_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07196_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09907_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13195_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00324_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11245_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06374_00_rendered.png,[0.        0.        0.        ... 0.        0.4870379 0.       ]
08805_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12097_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09628_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01226_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10347_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04344_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08451_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03216_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12377_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02186_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07304_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09875_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11337_00_rendered.png,[0.         0.         0.         ... 0.         0.38059282 0.        ]
08658_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00256_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14255_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05334_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13307_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09421_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02266_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12205_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03364_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08523_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03084_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06206_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10235_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01354_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06032_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11198_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01160_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02329_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13248_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10001_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01280_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04002_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03150_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08717_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00319_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11278_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12031_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00382_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06349_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08838_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05100_00_rendered.png,[0.         0.         0.         ... 0.60825384 0.38148308 0.        ]
14061_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09615_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02052_00_rendered.png,[0.         0.         0.         ... 0.         0.26703548 0.        ]
13133_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04099_00_rendered.png,[0.         0.         0.         ... 0.         0.24165201 0.        ]
04379_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07130_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14381_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00062_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11103_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06937_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08246_00_rendered.png,[0.         0.         0.         ... 0.         0.19370985 0.        ]
03401_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12560_00_rendered.png,[0.         0.         0.         ... 0.         0.69171834 0.        ]
01865_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04553_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10904_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02678_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04907_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01431_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13719_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03855_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12934_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12680_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00533_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05805_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11452_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07461_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04628_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02957_00_rendered.png,[0.         0.         0.         ... 0.         0.06708169 0.        ]
13836_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13782_00_rendered.png,[0.         0.         0.         ... 0.         0.24424851 0.        ]
02503_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09344_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13462_00_rendered.png,[0.         0.         0.         ... 0.53026927 2.00634    0.        ]
07781_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00967_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06618_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11806_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
14530_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02883_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13656_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
02737_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
04848_00_rendered.png,[0.         0.         0.         ... 0.         0.39178824 0.        ]
09170_00_rendered.png,[0.         0.         0.         ... 0.         0.39823508 0.        ]
05665_00_rendered.png,[0.         0.         0.         ... 0.         0.10391796 0.        ]
11586_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11666_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06878_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08309_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00707_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05585_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07655_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
10764_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
01605_00_rendered.png,[0.        0.        0.        ... 0.1294542 0.        0.       ]
04487_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08392_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
11949_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
06757_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03981_00_rendered.png,[0.         0.         0.         ... 0.         0.02976274 0.        ]
08072_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03635_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13979_00_rendered.png,[0.         0.         0.         ... 0.         0.02081966 0.        ]
10484_00_rendered.png,[0.        0.        0.        ... 0.5842787 0.6590371 0.       ]
14596_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00675_00_rendered.png,[0.         0.         0.         ... 0.         0.09302151 0.        ]
11714_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07727_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
07893_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
09002_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13724_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
13890_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
00595_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
05717_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03868_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
12909_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
03747_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
08100_00_rendered.png,[0. 0. 0. ... 0. 0. 0.]
